area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft,sqft_per_bhk
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1281.0,2.0,2.0,87.0,2,6791.569086651054,640.5
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1210.0,2.0,2.0,25.0,2,2066.115702479339,605.0
Carpet  Area,Ready To Move,Kaggadasapura,2 BHK,1215.0,2.0,3.0,43.0,2,3539.0946502057614,607.5
Plot  Area,Ready To Move,Ananth Nagar,4 Bedroom,1200.0,3.0,1.0,87.0,4,7250.0,300.0
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,1237.0,2.0,2.0,73.0,2,5901.3742926434925,618.5
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1300.0,2.0,1.0,70.0,2,5384.615384615385,650.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1105.0,2.0,2.0,39.99,2,3619.004524886878,552.5
Super built-up  Area,Ready To Move,Chandapura,3 BHK,1505.0,2.0,2.0,42.0,3,2790.6976744186045,501.6666666666667
Super built-up  Area,Ready To Move,Hebbal Kempapura,4 BHK,3900.0,5.0,2.0,310.0,4,7948.717948717948,975.0
Built-up  Area,Ready To Move,Banashankari,2 BHK,1186.0,2.0,3.0,65.0,2,5480.607082630691,593.0
Super built-up  Area,Ready To Move,Kengeri,2 BHK,750.0,2.0,1.0,35.5,2,4733.333333333333,375.0
Built-up  Area,Ready To Move,Varthur,2 BHK,1083.0,2.0,2.0,28.0,2,2585.410895660203,541.5
Built-up  Area,Ready To Move,Other,3 BHK,1430.0,2.0,1.0,78.65,3,5500.000000000001,476.6666666666667
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1056.0,2.0,2.0,68.0,2,6439.393939393939,528.0
Super built-up  Area,Ready To Move,Other,3 BHK,2108.0,3.0,3.0,85.0,3,4032.2580645161293,702.6666666666666
Super built-up  Area,Ready To Move,Banashankari,3 BHK,1650.0,3.0,2.0,101.0,3,6121.212121212121,550.0
Built-up  Area,18-Jul,Electronic City Phase II,3 BHK,1220.0,3.0,1.0,36.6,3,3000.0,406.6666666666667
Super built-up  Area,Ready To Move,Rayasandra,2 BHK,1198.0,2.0,1.0,54.0,2,4507.512520868114,599.0
Super built-up  Area,Ready To Move,Other,2 BHK,1190.0,2.0,1.0,70.0,2,5882.35294117647,595.0
Built-up  Area,21-Dec,Other,2 BHK,900.0,2.0,1.0,41.0,2,4555.555555555556,450.0
Super built-up  Area,19-Dec,Other,4 BHK,2690.0,4.0,2.0,185.0,4,6877.323420074349,672.5
Built-up  Area,Ready To Move,Kanakapura,2 BHK,1340.0,2.0,2.0,65.0,2,4850.746268656716,670.0
Plot  Area,18-Sep,Other,4 Bedroom,2940.0,3.0,2.0,2250.0,4,76530.61224489796,735.0
Plot  Area,Ready To Move,Other,6 Bedroom,2400.0,6.0,1.0,400.0,6,16666.666666666668,400.0
Super built-up  Area,19-Dec,Yelahanka,2 BHK,1260.0,2.0,2.0,59.2,2,4698.412698412699,630.0
Super built-up  Area,21-Feb,Talaghattapura,3 BHK,2254.0,3.0,2.0,153.0,3,6787.93256433008,751.3333333333334
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,2990.0,5.0,1.0,210.0,3,7023.411371237458,996.6666666666666
Built-up  Area,Ready To Move,Other,4 Bedroom,1800.0,5.0,1.0,250.0,4,13888.888888888889,450.0
Built-up  Area,Ready To Move,JP Nagar,2 BHK,820.0,2.0,1.0,45.0,2,5487.804878048781,410.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1296.0,2.0,2.0,65.0,2,5015.432098765432,648.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1190.0,2.0,1.0,53.55,2,4500.0,595.0
Super built-up  Area,19-Dec,Whitefield,2 BHK,1173.0,2.0,1.0,77.0,2,6564.364876385337,586.5
Plot  Area,16-Dec,Sarjapura - Attibele Road,3 Bedroom,1800.0,3.0,2.0,90.0,3,5000.0,600.0
Built-up  Area,Ready To Move,Yelahanka,2 BHK,1102.0,2.0,0.0,52.0,2,4718.693284936479,551.0
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,913.0,2.0,1.0,36.0,2,3943.0449069003284,456.5
Super built-up  Area,18-Apr,Hormavu,3 BHK,1176.0,2.0,1.0,35.27,3,2999.149659863946,392.0
Built-up  Area,Ready To Move,Prithvi Layout,3 BHK,1620.0,3.0,2.0,65.0,3,4012.3456790123455,540.0
Super built-up  Area,Ready To Move,Billekahalli,3 BHK,2968.0,3.0,2.0,225.0,3,7580.8625336927225,989.3333333333334
Super built-up  Area,17-Dec,Yelahanka,2 BHK,1519.0,2.0,3.0,65.0,2,4279.131007241606,759.5
Super built-up  Area,19-Dec,Other,3 BHK,1594.0,3.0,2.0,99.0,3,6210.790464240903,531.3333333333334
Super built-up  Area,Ready To Move,Other,2 BHK,1250.0,2.0,1.0,68.0,2,5440.0,625.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1056.0,2.0,1.0,60.0,2,5681.818181818182,528.0
Plot  Area,18-Dec,Whitefield,3 Bedroom,1200.0,3.0,1.0,68.4,3,5700.000000000001,400.0
Plot  Area,Ready To Move,Other,2 Bedroom,1290.0,1.0,0.0,77.5,2,6007.751937984496,645.0
Built-up  Area,Ready To Move,Other,2 BHK,1150.0,2.0,1.0,48.0,2,4173.913043478261,575.0
Super built-up  Area,Ready To Move,Other,2 BHK,1464.0,2.0,1.0,145.0,2,9904.371584699453,732.0
Plot  Area,Ready To Move,Anekal,4 Bedroom,1200.0,2.0,1.0,36.0,4,3000.0,300.0
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,861.0,2.0,0.0,36.5,2,4239.256678281068,430.5
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,1047.0,2.0,1.0,82.62,2,7891.117478510028,523.5
Plot  Area,Ready To Move,Other,2 Bedroom,1200.0,2.0,0.0,75.0,2,6250.0,600.0
Built-up  Area,Ready To Move,Other,2 BHK,1065.0,2.0,1.0,45.0,2,4225.352112676056,532.5
Built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2300.0,3.0,3.0,369.0,3,16043.478260869566,766.6666666666666
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,1000.0,2.0,1.0,62.0,2,6200.0,500.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,1682.0,3.0,1.0,113.0,3,6718.192627824019,560.6666666666666
Super built-up  Area,Ready To Move,Harlur,3 BHK,1756.0,3.0,2.0,131.0,3,7460.136674259681,585.3333333333334
Plot  Area,Ready To Move,Other,5 Bedroom,4000.0,4.0,2.0,1000.0,5,25000.0,800.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1238.0,2.0,1.0,67.32,2,5437.802907915992,619.0
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,814.0,2.0,1.0,42.0,2,5159.7051597051595,407.0
Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,1145.0,2.0,1.0,46.5,2,4061.1353711790393,572.5
Super built-up  Area,Ready To Move,Varthur,2 BHK,965.0,2.0,1.0,34.0,2,3523.316062176166,482.5
Super built-up  Area,Ready To Move,Other,2 BHK,750.0,2.0,1.0,36.0,2,4800.0,375.0
Built-up  Area,Ready To Move,Banashankari,3 BHK,1300.0,2.0,2.0,55.0,3,4230.7692307692305,433.3333333333333
Super built-up  Area,18-May,1st Phase JP Nagar,3 BHK,1590.0,3.0,3.0,131.0,3,8238.993710691824,530.0
Super built-up  Area,20-Aug,Begur Road,1 BHK,644.0,1.0,1.0,40.0,1,6211.180124223602,644.0
Super built-up  Area,18-Mar,Whitefield,2 BHK,982.0,2.0,1.0,37.0,2,3767.8207739307536,491.0
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1260.0,2.0,2.0,100.0,2,7936.507936507936,630.0
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,1555.0,3.0,2.0,75.17,3,4834.083601286174,518.3333333333334
Built-up  Area,Ready To Move,Other,4 Bedroom,2500.0,4.0,1.0,450.0,4,18000.0,625.0
Super built-up  Area,18-Aug,Kaggadasapura,2 BHK,1225.0,2.0,2.0,48.0,2,3918.3673469387754,612.5
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1085.0,2.0,1.0,46.0,2,4239.6313364055295,542.5
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1640.0,3.0,2.0,220.0,3,13414.634146341463,546.6666666666666
Built-up  Area,18-Aug,Thanisandra,3 BHK,1595.0,3.0,1.0,110.0,3,6896.551724137931,531.6666666666666
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,2.0,40.44,2,3381.2709030100336,598.0
Super built-up  Area,18-Mar,Yelahanka,3 BHK,1859.0,3.0,1.0,108.0,3,5809.575040344271,619.6666666666666
Super built-up  Area,21-Sep,9th Phase JP Nagar,2 BHK,1079.0,2.0,1.0,60.0,2,5560.704355885079,539.5
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1118.0,2.0,1.0,42.0,2,3756.7084078711987,559.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1198.0,2.0,2.0,60.0,2,5008.347245409015,599.0
Super built-up  Area,18-Jun,Chandapura,3 BHK,1162.5,2.0,2.0,30.215,3,2599.1397849462364,387.5
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,1830.0,4.0,2.0,135.0,3,7377.049180327869,610.0
Super built-up  Area,20-Oct,Banashankari Stage VI,2 BHK,1160.0,2.0,1.0,59.0,2,5086.206896551724,580.0
Super built-up  Area,Ready To Move,Other,3 BHK,1485.0,2.0,1.0,156.0,3,10505.050505050505,495.0
Super built-up  Area,Ready To Move,Other,3 BHK,2070.0,3.0,3.0,135.0,3,6521.739130434783,690.0
Built-up  Area,17-Mar,Kannamangala,2 BHK,957.0,2.0,0.0,52.5,2,5485.8934169279,478.5
Plot  Area,Ready To Move,Basaveshwara Nagar,5 Bedroom,2400.0,4.0,1.0,310.0,5,12916.666666666666,480.0
Super built-up  Area,18-Dec,Bannerghatta Road,2 BHK,1268.0,2.0,1.0,69.0,2,5441.640378548896,634.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1450.0,2.0,2.0,87.0,3,6000.0,483.3333333333333
Built-up  Area,Ready To Move,Other,3 BHK,1600.0,2.0,2.0,75.0,3,4687.5,533.3333333333334
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1330.0,2.0,1.0,57.0,3,4285.714285714285,443.3333333333333
Super built-up  Area,Ready To Move,Jakkur,3 BHK,1355.0,2.0,2.0,65.0,3,4797.047970479704,451.6666666666667
Super built-up  Area,Ready To Move,Other,2 BHK,1100.0,2.0,1.0,38.49,2,3499.090909090909,550.0
Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,1075.0,2.0,1.0,46.76,2,4349.767441860465,537.5
Super built-up  Area,Ready To Move,Other,2 BHK,800.0,2.0,1.0,55.0,2,6875.0,400.0
Built-up  Area,Ready To Move,Other,2 BHK,900.0,1.0,1.0,44.0,2,4888.888888888889,450.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1140.0,2.0,1.0,42.0,2,3684.2105263157896,570.0
Super built-up  Area,Ready To Move,Other,3 BHK,1480.0,2.0,2.0,125.0,3,8445.945945945947,493.3333333333333
Super built-up  Area,18-May,Padmanabhanagar,3 BHK,1710.0,2.0,2.0,90.63,3,5300.0,570.0
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,2106.0,3.0,3.0,148.0,3,7027.540360873694,702.0
Plot  Area,Ready To Move,Other,3 Bedroom,3800.0,2.0,2.0,130.0,3,3421.0526315789475,1266.6666666666667
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1602.0,2.0,2.0,104.0,2,6491.8851435705365,801.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1660.0,2.0,2.0,116.0,3,6987.951807228916,553.3333333333334
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1549.0,3.0,2.0,80.0,3,5164.622336991608,516.3333333333334
Super built-up  Area,19-Mar,Marathahalli,1 BHK,700.0,1.0,1.0,38.0,1,5428.571428571428,700.0
Super built-up  Area,18-Dec,Balagere,2 BHK,1012.0,2.0,1.0,64.0,2,6324.110671936759,506.0
Super built-up  Area,18-Aug,Whitefield,2 BHK,1216.0,2.0,1.0,69.0,2,5674.3421052631575,608.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1065.0,2.0,1.0,56.13,2,5270.422535211268,532.5
Super built-up  Area,19-Mar,Thanisandra,3 BHK,1411.0,3.0,1.0,93.15,3,6601.700921332388,470.3333333333333
Super built-up  Area,Ready To Move,Pai Layout,2 BHK,1400.0,2.0,2.0,57.5,2,4107.142857142857,700.0
Super built-up  Area,Ready To Move,Hoskote,3 BHK,1250.0,3.0,2.0,29.0,3,2320.0,416.6666666666667
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1245.0,2.0,3.0,62.0,2,4979.919678714859,622.5
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,1115.0,2.0,1.0,50.0,2,4484.304932735426,557.5
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1000.0,2.0,1.0,35.0,2,3500.0,500.0
Super built-up  Area,18-Mar,Panathur,3 BHK,1580.0,3.0,0.0,71.89,3,4550.0,526.6666666666666
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,1800.0,3.0,2.0,90.0,3,5000.0,600.0
Super built-up  Area,Ready To Move,Other,2 BHK,1500.0,2.0,2.0,130.0,2,8666.666666666666,750.0
Super built-up  Area,18-Jun,Kothannur,3 BHK,1275.0,3.0,2.0,44.0,3,3450.9803921568628,425.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1494.0,3.0,2.0,82.0,3,5488.621151271754,498.0
Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,1949.0,3.0,2.0,129.0,3,6618.778860954336,649.6666666666666
Super built-up  Area,Ready To Move,BTM Layout,2 BHK,1020.0,2.0,1.0,46.5,2,4558.823529411765,510.0
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,883.0,2.0,1.0,45.0,2,5096.262740656852,441.5
Built-up  Area,Ready To Move,Old Airport Road,4 BHK,3200.0,4.0,2.0,280.0,4,8750.0,800.0
Super built-up  Area,Ready To Move,Other,3 BHK,2010.0,3.0,3.0,125.0,3,6218.905472636816,670.0
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1240.0,2.0,2.0,80.0,2,6451.612903225807,620.0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,1213.0,2.0,1.0,63.0,2,5193.734542456719,606.5
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1835.0,3.0,3.0,88.0,3,4795.6403269754765,611.6666666666666
Super built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,2932.0,5.0,2.0,195.0,4,6650.75034106412,733.0
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,3425.0,5.0,2.0,250.0,4,7299.270072992701,856.25
Built-up  Area,Ready To Move,Gottigere,2 BHK,945.0,2.0,0.0,45.0,2,4761.9047619047615,472.5
Super built-up  Area,Ready To Move,Other,3 BHK,1504.0,2.0,2.0,100.0,3,6648.936170212766,501.3333333333333
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,1569.0,3.0,2.0,150.0,3,9560.229445506691,523.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,1755.0,3.0,2.0,130.0,3,7407.407407407408,585.0
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,1760.0,3.0,2.0,140.0,3,7954.545454545455,586.6666666666666
Super built-up  Area,18-May,Hoodi,2 BHK,1240.0,2.0,3.0,43.94,2,3543.548387096774,620.0
Super built-up  Area,19-Dec,Electronics City Phase 1,3 BHK,1450.0,3.0,2.0,72.54,3,5002.758620689656,483.3333333333333
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1000.0,2.0,0.0,48.0,2,4800.0,500.0
Plot  Area,Ready To Move,Other,1 Bedroom,3820.0,1.0,1.0,306.0,1,8010.471204188481,3820.0
Super built-up  Area,Ready To Move,Other,5 BHK,2000.0,4.0,2.0,145.0,5,7250.0,400.0
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,1215.0,2.0,2.0,59.0,2,4855.9670781893,607.5
Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,1330.0,3.0,3.0,73.5,3,5526.315789473684,443.3333333333333
Super built-up  Area,18-Aug,Raja Rajeshwari Nagar,2 BHK,1178.0,2.0,1.0,75.0,2,6366.723259762309,589.0
Plot  Area,18-Aug,Hulimavu,4 Bedroom,1500.0,4.0,3.0,192.0,4,12800.0,375.0
Super built-up  Area,Ready To Move,Other,2 BHK,2040.0,2.0,2.0,59.0,2,2892.156862745098,1020.0
Super built-up  Area,18-Mar,Bellandur,3 BHK,2000.0,3.0,2.0,85.0,3,4250.0,666.6666666666666
Super built-up  Area,18-May,Other,3 BHK,1602.0,2.0,1.0,165.0,3,10299.625468164793,534.0
Plot  Area,Ready To Move,Other,4 Bedroom,1200.0,4.0,1.0,130.0,4,10833.333333333334,300.0
Built-up  Area,Ready To Move,Other,3 BHK,1800.0,3.0,1.0,220.0,3,12222.222222222223,600.0
Plot  Area,Ready To Move,Dasarahalli,3 Bedroom,2400.0,2.0,1.0,152.0,3,6333.333333333333,800.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1700.0,3.0,3.0,108.0,3,6352.941176470588,566.6666666666666
Built-up  Area,Ready To Move,Jigani,3 BHK,1200.0,3.0,2.0,65.0,3,5416.666666666667,400.0
Plot  Area,Ready To Move,Other,3 Bedroom,1500.0,3.0,0.0,72.0,3,4800.0,500.0
Plot  Area,Ready To Move,Karuna Nagar,3 Bedroom,1240.0,3.0,2.0,165.0,3,13306.451612903225,413.3333333333333
Built-up  Area,Ready To Move,Whitefield,3 Bedroom,3000.0,3.0,2.0,400.0,3,13333.333333333334,1000.0
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1737.0,3.0,3.0,85.0,3,4893.494530800231,579.0
Built-up  Area,Ready To Move,Other,3 BHK,1280.0,2.0,1.0,48.0,3,3750.0,426.6666666666667
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1560.0,2.0,2.0,85.0,2,5448.717948717948,780.0
Super built-up  Area,Ready To Move,Kambipura,2 BHK,883.0,2.0,1.0,44.0,2,4983.012457531144,441.5
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,750.0,2.0,1.0,33.0,2,4400.0,375.0
Super built-up  Area,Ready To Move,Brookefield,4 BHK,2400.0,3.0,3.0,140.0,4,5833.333333333333,600.0
Super built-up  Area,Ready To Move,Other,2 BHK,900.0,2.0,1.0,45.0,2,5000.0,450.0
Super built-up  Area,Ready To Move,Hormavu,2 BHK,1030.0,2.0,1.0,49.35,2,4791.26213592233,515.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1850.0,3.0,2.0,155.0,3,8378.378378378378,616.6666666666666
Built-up  Area,Ready To Move,Hennur Road,3 BHK,1831.0,3.0,1.0,110.0,3,6007.646095030038,610.3333333333334
Super built-up  Area,Ready To Move,Other,2 BHK,1095.0,2.0,1.0,38.33,2,3500.4566210045664,547.5
Built-up  Area,18-Jul,Electronic City Phase II,3 BHK,1320.0,2.0,1.0,38.13,3,2888.636363636364,440.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1272.5,2.0,0.0,40.72,3,3200.0,424.1666666666667
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1000.0,2.0,1.0,61.0,2,6100.0,500.0
Super built-up  Area,Ready To Move,Budigere,3 BHK,1820.0,3.0,2.0,85.4,3,4692.307692307692,606.6666666666666
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,41.0,3,3813.953488372093,358.3333333333333
Plot  Area,18-May,TC Palaya,3 Bedroom,1500.0,3.0,0.0,83.0,3,5533.333333333333,500.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 RK,360.0,1.0,0.0,16.9,1,4694.444444444443,360.0
Super built-up  Area,Ready To Move,Kadugodi,1 BHK,925.0,1.0,0.0,40.7,1,4400.000000000001,925.0
Super built-up  Area,21-Dec,Electronic City,2 BHK,1140.0,2.0,1.0,70.93,2,6221.9298245614045,570.0
Super built-up  Area,18-Oct,Other,2 BHK,1145.0,2.0,2.0,58.4,2,5100.436681222707,572.5
Super built-up  Area,Ready To Move,Other,3 BHK,1862.0,3.0,3.0,120.0,3,6444.68313641246,620.6666666666666
Super built-up  Area,Ready To Move,Devarachikkanahalli,2 BHK,947.0,2.0,2.0,43.0,2,4540.654699049631,473.5
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,1120.0,2.0,2.0,40.0,2,3571.4285714285716,560.0
Built-up  Area,Ready To Move,Other,3 BHK,2700.0,3.0,3.0,200.0,3,7407.407407407408,900.0
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,1805.0,2.0,2.0,75.0,3,4155.124653739612,601.6666666666666
Super built-up  Area,Ready To Move,Basavangudi,2 BHK,1100.0,2.0,3.0,93.0,2,8454.545454545454,550.0
Plot  Area,Ready To Move,Other,4 Bedroom,1355.0,3.0,0.0,135.0,4,9963.09963099631,338.75
Built-up  Area,18-Dec,Other,3 BHK,1677.0,3.0,2.0,98.0,3,5843.768634466309,559.0
Built-up  Area,Ready To Move,Other,8 Bedroom,2500.0,8.0,3.0,95.0,8,3800.0,312.5
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1560.0,3.0,3.0,74.0,3,4743.589743589743,520.0
Super built-up  Area,Ready To Move,Arekere,3 BHK,2060.0,3.0,2.0,150.0,3,7281.553398058252,686.6666666666666
Super built-up  Area,Ready To Move,Koramangala,3 BHK,1716.0,2.0,0.0,115.0,3,6701.631701631702,572.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,1864.0,3.0,1.0,140.0,3,7510.729613733905,621.3333333333334
Built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,638.0,1.0,1.0,32.0,1,5015.673981191223,638.0
Super built-up  Area,18-Dec,Chandapura,2 BHK,937.0,2.0,1.0,30.0,2,3201.7075773745996,468.5
Built-up  Area,Ready To Move,Other,3 BHK,1490.0,2.0,1.0,115.0,3,7718.120805369127,496.6666666666667
Super built-up  Area,Ready To Move,Frazer Town,4 BHK,4856.0,5.0,3.0,410.0,4,8443.163097199342,1214.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,4003.0,6.0,1.0,525.0,4,13115.16362727954,1000.75
Super built-up  Area,17-May,Whitefield,2 BHK,1100.0,2.0,1.0,37.0,2,3363.6363636363635,550.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,1000.0,2.0,2.0,48.53,2,4853.0,500.0
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,1060.0,2.0,1.0,37.0,2,3490.566037735849,530.0
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,1047.0,2.0,1.0,91.0,2,8691.499522445081,523.5
Built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,1200.0,2.0,2.0,80.0,2,6666.666666666667,600.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1420.0,2.0,2.0,75.0,3,5281.69014084507,473.3333333333333
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1539.0,3.0,2.0,85.0,3,5523.066926575699,513.0
Super built-up  Area,Ready To Move,Other,3 BHK,1550.0,3.0,1.0,59.0,3,3806.451612903226,516.6666666666666
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1555.0,3.0,3.0,82.0,3,5273.311897106109,518.3333333333334
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,1553.0,3.0,3.0,68.0,3,4378.62202189311,517.6666666666666
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,920.0,2.0,2.0,26.0,2,2826.086956521739,460.0
Super built-up  Area,Ready To Move,Other,3 BHK,1740.0,3.0,3.0,120.0,3,6896.551724137931,580.0
Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,1855.0,3.0,2.0,145.0,3,7816.711590296496,618.3333333333334
Super built-up  Area,18-Mar,Kundalahalli,3 BHK,1724.0,3.0,1.0,146.0,3,8468.677494199535,574.6666666666666
Super built-up  Area,Ready To Move,Other,2 BHK,1020.0,2.0,2.0,60.0,2,5882.35294117647,510.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1250.0,2.0,1.0,50.0,3,4000.0,416.6666666666667
Super built-up  Area,Ready To Move,Sanjay nagar,3 BHK,1450.0,3.0,2.0,75.0,3,5172.413793103448,483.3333333333333
Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,1200.0,2.0,2.0,80.0,2,6666.666666666667,600.0
Built-up  Area,Ready To Move,Haralur Road,2 BHK,1140.0,2.0,2.0,58.0,2,5087.7192982456145,570.0
Super built-up  Area,Ready To Move,Other,1 BHK,550.0,1.0,1.0,16.0,1,2909.090909090909,550.0
Super built-up  Area,17-Oct,Bannerghatta Road,3 BHK,1450.0,3.0,1.0,44.0,3,3034.4827586206898,483.3333333333333
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,700.0,2.0,1.0,35.07,2,5010.0,350.0
Plot  Area,18-Jul,Whitefield,3 Bedroom,1200.0,3.0,1.0,56.0,3,4666.666666666667,400.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1050.0,2.0,1.0,45.0,2,4285.714285714285,525.0
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,1600.0,3.0,3.0,69.0,3,4312.5,533.3333333333334
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1625.0,2.0,3.0,75.0,3,4615.384615384615,541.6666666666666
Super built-up  Area,Ready To Move,Other,2 BHK,1492.0,2.0,2.0,65.0,2,4356.56836461126,746.0
Super built-up  Area,18-Dec,Whitefield,4 BHK,2856.0,5.0,0.0,157.5,4,5514.705882352941,714.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1489.0,2.0,3.0,82.0,3,5507.051712558764,496.3333333333333
Super built-up  Area,Ready To Move,Kanakapura,3 BHK,1560.0,2.0,2.0,62.38,3,3998.7179487179487,520.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1140.0,2.0,2.0,42.0,2,3684.2105263157896,570.0
Super built-up  Area,Ready To Move,Other,3 BHK,1431.0,3.0,2.0,65.0,3,4542.278127183788,477.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,1682.0,3.0,1.0,114.0,3,6777.645659928657,560.6666666666666
Super built-up  Area,18-Feb,Panathur,2 BHK,1198.0,2.0,1.0,86.26,2,7200.33388981636,599.0
Plot  Area,18-May,Other,3 Bedroom,3664.0,3.0,2.0,325.0,3,8870.087336244542,1221.3333333333333
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1550.0,2.0,2.0,69.75,3,4500.0,516.6666666666666
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,1026.0,2.0,1.0,45.0,2,4385.964912280701,513.0
Built-up  Area,Ready To Move,Hennur,3 BHK,1260.0,2.0,2.0,52.0,3,4126.984126984127,420.0
Plot  Area,Ready To Move,Other,2 Bedroom,690.0,2.0,0.0,42.0,2,6086.95652173913,345.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,539.0,1.0,1.0,45.0,1,8348.794063079777,539.0
Built-up  Area,Ready To Move,Sarakki Nagar,4 Bedroom,1200.0,4.0,1.0,85.0,4,7083.333333333333,300.0
